2024-09-13T16:17:33.159Z - IP: 51.208.59.112, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:34.949Z - IP: 18.110.7.79, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:34.949Z - IP: 81.12.151.251, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:34.949Z - IP: 79.204.155.139, Status: Tráfego bloqueado: requisição de 6516B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.950Z - IP: 221.112.50.103, Status: Tráfego bloqueado: requisição de 6531B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.950Z - IP: 193.206.235.29, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:34.950Z - IP: 203.122.234.87, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:34.951Z - IP: 94.143.240.100, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:34.952Z - IP: e30c:d5b:7180:4fb5:20d0:3af4:e74b:4a26, Status: Tráfego bloqueado: requisição de 4124B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.953Z - IP: 67.220.184.130, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:34.953Z - IP: 18.254.93.186, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:34.954Z - IP: e5ee:50bf:9607:e19c:48cd:dc76:a90a:b4da, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:34.954Z - IP: 38.90.38.169, Status: Tráfego bloqueado: requisição de 4257B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.954Z - IP: 165.107.232.96, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:34.955Z - IP: 2640:eadf:da76:1291:8a28:33dd:53ed:7260, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:34.956Z - IP: db87:6446:6844:a725:6963:7bc4:9fa9:51f7, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:34.956Z - IP: 211.130.136.242, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:34.956Z - IP: 115.65.40.166, Status: Tráfego bloqueado: requisição de 4773B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.957Z - IP: 20.108.114.77, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:34.957Z - IP: 160.173.106.54, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:34.957Z - IP: 4cf9:3e2c:bec8:fdc1:7b04:1be5:be3d:76fe, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:34.958Z - IP: 190.210.20.157, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:34.959Z - IP: 205.248.208.46, Status: Tráfego bloqueado: requisição de 4582B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.959Z - IP: 195.11.7.143, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:34.960Z - IP: 221.112.210.123, Status: Tráfego bloqueado: requisição de 4197B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.961Z - IP: 94c5:d611:171:f545:2c21:c097:ade1:7b3, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:34.961Z - IP: 57.59.211.222, Status: Tráfego bloqueado: requisição de 6600B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.961Z - IP: 220.45.201.78, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:34.962Z - IP: 136.184.167.158, Status: Tráfego bloqueado: Path Traversal - /etc/shadow, Severidade: 4
2024-09-13T16:17:34.962Z - IP: 208e:b217:afa5:208:2b3c:2926:849b:ff41, Status: Tráfego bloqueado: requisição de 5140B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.962Z - IP: b7c2:3cf3:281d:75f1:8e1a:fe24:27d:54a2, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:34.963Z - IP: 84.4.158.184, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:34.963Z - IP: 82.99.7.133, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:34.963Z - IP: aeb2:4649:6141:d59:d8d2:82f3:1960:e8b9, Status: Tráfego bloqueado: requisição de 5441B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.964Z - IP: 57.59.211.222, Status: Tráfego bloqueado: requisição de 4172B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.964Z - IP: 72.160.33.36, Status: Tráfego bloqueado: Método HTTP OPTIONS não permitido, Severidade: 0
2024-09-13T16:17:34.964Z - IP: 143.34.152.218, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:34.965Z - IP: 8026:87c6:6ed0:85cb:d1ae:5fc0:b87b:b99b, Status: Tráfego bloqueado: requisição de 4180B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.965Z - IP: 2451:367e:ba55:13ed:4a95:8ee0:9df0:87c2, Status: Tráfego bloqueado: requisição de 4818B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.965Z - IP: 74.210.208.203, Status: Tráfego bloqueado: requisição de 4095B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.965Z - IP: 7945:96eb:bae2:1b39:f07b:cca1:1690:787f, Status: Tráfego bloqueado: requisição de 4905B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.966Z - IP: 139.134.143.159, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:34.966Z - IP: f9c3:8162:3bf8:f43e:55bd:fca6:38f7:64ff, Status: Tráfego bloqueado: requisição de 4131B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.966Z - IP: 220.153.196.201, Status: Tráfego bloqueado: requisição de 4138B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.966Z - IP: 66.170.211.253, Status: Tráfego bloqueado: requisição de 6254B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.967Z - IP: 18.51.222.213, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:34.967Z - IP: 80.168.132.204, Status: Tráfego bloqueado: requisição de 6910B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.967Z - IP: 192.88.206.163, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:34.967Z - IP: 192.158.173.136, Status: Tráfego bloqueado: requisição de 4659B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.968Z - IP: 172.73.227.140, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:34.968Z - IP: d559:d67f:7ac9:1ca:f056:9c3a:99e9:2186, Status: Tráfego bloqueado: requisição de 5625B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.969Z - IP: 157.226.241.234, Status: Tráfego bloqueado: requisição de 6455B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.969Z - IP: 82.194.38.11, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:34.970Z - IP: 196.9.231.148, Status: Tráfego bloqueado: requisição de 5180B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.970Z - IP: 8.89.213.83, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:34.970Z - IP: 125.227.246.131, Status: Tráfego bloqueado: requisição de 6407B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.970Z - IP: 7c2f:de46:dc30:36de:29aa:7c95:6ac7:868a, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:34.971Z - IP: 183.131.230.62, Status: Tráfego bloqueado: requisição de 4797B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.971Z - IP: 44.234.138.75, Status: Tráfego bloqueado: requisição de 4740B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.971Z - IP: 57.175.122.246, Status: Tráfego bloqueado: requisição de 6515B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.971Z - IP: 40d1:21c3:9508:2be4:1697:39:3bdb:2066, Status: Tráfego bloqueado: requisição de 5137B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.972Z - IP: 107.116.78.58, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:34.972Z - IP: 171.76.104.123, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:34.972Z - IP: 141.148.116.60, Status: Tráfego bloqueado: requisição de 4584B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.973Z - IP: e0d8:9da4:316d:78db:f90c:35b2:6030:6f0d, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:34.973Z - IP: 50.191.90.86, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:34.973Z - IP: 86.248.156.68, Status: Tráfego bloqueado: requisição de 4858B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.973Z - IP: 4ea8:ae1f:e4d1:a034:185e:fc9f:3f9a:9078, Status: Tráfego bloqueado: requisição de 4679B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.974Z - IP: 2420:eb2b:6ce6:70f9:4608:296f:bf0d:bb5d, Status: Tráfego bloqueado: requisição de 5088B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.974Z - IP: 9.242.216.156, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:34.974Z - IP: 162.44.241.143, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:34.974Z - IP: 6044:937d:fb33:22fb:410e:f01e:9aab:1ec4, Status: Tráfego bloqueado: requisição de 4932B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.975Z - IP: 55d4:71a8:a3e:382f:4d66:a6cf:562d:fc3b, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:34.975Z - IP: 55.118.20.119, Status: Tráfego bloqueado: requisição de 5878B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.975Z - IP: 122.134.42.105, Status: Tráfego bloqueado: requisição de 5533B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.975Z - IP: 150.173.70.174, Status: Tráfego bloqueado: HTTP não permitido, Severidade: 3
2024-09-13T16:17:34.976Z - IP: 4467:97d1:bd65:922d:5f9f:71e8:2714:a0f8, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:34.976Z - IP: 135.187.47.50, Status: Tráfego bloqueado: requisição de 4945B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.976Z - IP: 95.241.182.8, Status: Tráfego bloqueado: requisição de 5148B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.977Z - IP: 139.239.136.147, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:34.977Z - IP: 2437:452d:3183:9878:e0cf:f800:d502:b9dd, Status: Tráfego bloqueado: requisição de 4005B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.977Z - IP: 73b4:5ab7:ddc4:f50f:2a7a:6118:3f3a:58b8, Status: Tráfego bloqueado: requisição de 9076B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.977Z - IP: 4136:a712:6291:9198:7c8a:e8bb:139a:8848, Status: Tráfego bloqueado: requisição de 4070B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.978Z - IP: 142.238.66.204, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:34.978Z - IP: d1b9:155a:b75f:195c:eaf6:9e4d:8f15:d8c4, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:34.978Z - IP: 45.118.19.153, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:34.980Z - IP: 57.59.211.222, Status: Tráfego bloqueado: Possível ataque DDoS detectado, Severidade: 4
2024-09-13T16:17:34.980Z - IP: 62.233.82.185, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:34.981Z - IP: 799f:c371:1b6d:934f:db7f:5660:ca0d:25ed, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:34.981Z - IP: 55.105.48.136, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:34.981Z - IP: 136f:faa:b48b:d963:5542:f6bd:72e9:bcb5, Status: Tráfego bloqueado: requisição de 5440B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.981Z - IP: 33.80.167.77, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:34.981Z - IP: 5a93:961f:dc7e:7134:40de:88b2:8f16:bf4c, Status: Tráfego bloqueado: requisição de 4953B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.982Z - IP: 37.39.64.30, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:34.982Z - IP: 12.31.6.117, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:34.982Z - IP: bc21:3d28:32c2:29bb:5f45:3d9f:41d7:677d, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:34.982Z - IP: 151.185.193.85, Status: Tráfego bloqueado: requisição de 4534B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.983Z - IP: 1ab8:4c08:e3ae:a43d:24:6c25:1ba0:3f25, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:34.983Z - IP: 204.30.76.80, Status: Tráfego bloqueado: Path Traversal - /windows/win.ini, Severidade: 4
2024-09-13T16:17:34.983Z - IP: 2add:355a:8258:6696:5398:b8c7:bc92:9d3b, Status: Tráfego bloqueado: requisição de 4335B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.984Z - IP: 77.30.48.113, Status: Tráfego bloqueado: HTTP não permitido, Severidade: 3
2024-09-13T16:17:34.984Z - IP: 1853:a00d:5a6e:b019:66b4:146f:5449:b4c0, Status: Tráfego bloqueado: requisição de 5047B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.984Z - IP: 9.137.236.33, Status: Tráfego bloqueado: requisição de 4085B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.985Z - IP: 215.173.246.58, Status: Tráfego bloqueado: requisição de 4237B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.985Z - IP: 2665:dce7:8190:3317:e884:e6cf:a57f:4985, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:34.985Z - IP: 1.30.93.88, Status: Tráfego bloqueado: requisição de 4488B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.985Z - IP: 51.58.72.229, Status: Tráfego bloqueado: requisição de 4173B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.986Z - IP: 53.25.236.197, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:34.986Z - IP: 211.30.40.173, Status: Tráfego bloqueado: requisição de 4256B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.986Z - IP: 117.185.175.217, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:34.987Z - IP: 212.38.130.214, Status: Tráfego bloqueado: requisição de 6538B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.987Z - IP: 111.55.83.210, Status: Tráfego bloqueado: requisição de 4007B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.987Z - IP: d75f:18c7:1c0d:1638:3a73:e8ed:2684:8c1f, Status: Tráfego bloqueado: requisição de 4415B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.987Z - IP: 171.40.165.112, Status: Tráfego bloqueado: requisição de 6301B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.988Z - IP: 221.3.166.44, Status: Tráfego bloqueado: requisição de 4673B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.988Z - IP: 21.166.16.150, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:34.988Z - IP: b779:403c:a84a:d846:d6ae:94be:c4c0:35d5, Status: Tráfego bloqueado: requisição de 4067B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.988Z - IP: 23.100.40.227, Status: Tráfego bloqueado: requisição de 5452B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.989Z - IP: 197.186.169.178, Status: Tráfego bloqueado: requisição de 5240B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.989Z - IP: 93f0:d16b:184c:808d:fb0f:92b4:4bd4:a63b, Status: Tráfego bloqueado: requisição de 15626B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.989Z - IP: 95.114.228.147, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:34.989Z - IP: 219.174.86.216, Status: Tráfego bloqueado: requisição de 7137B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.990Z - IP: 72.15.42.25, Status: Tráfego bloqueado: requisição de 5260B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.990Z - IP: 129.250.178.34, Status: Tráfego bloqueado: requisição de 6524B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.990Z - IP: caaf:e61a:8f44:4bf6:f733:343a:b850:4f8, Status: Tráfego bloqueado: requisição de 4125B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.991Z - IP: 162.58.221.104, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:34.991Z - IP: 72.101.117.54, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:34.991Z - IP: ed54:da66:9ad3:e2bf:d215:f825:9624:b0c8, Status: Tráfego bloqueado: requisição de 6052B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.993Z - IP: 202.206.239.71, Status: Tráfego bloqueado: Possível ataque DDoS detectado, Severidade: 4
2024-09-13T16:17:34.993Z - IP: 25.9.176.128, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:34.994Z - IP: 196.204.183.10, Status: Tráfego bloqueado: requisição de 7091B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.994Z - IP: 27.48.189.50, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:34.994Z - IP: 215.72.87.11, Status: Tráfego bloqueado: requisição de 5378B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.995Z - IP: 35.96.80.127, Status: Tráfego bloqueado: requisição de 5978B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.995Z - IP: 105.142.96.5, Status: Tráfego bloqueado: requisição de 4861B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.995Z - IP: 84c8:82e3:dc73:bd3e:eec:d31b:7284:d6b2, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:34.996Z - IP: 53.254.234.52, Status: Tráfego bloqueado: requisição de 6422B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:34.999Z - IP: 35.127.224.154, Status: Tráfego bloqueado: requisição de 4053B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.000Z - IP: 35.96.80.127, Status: Tráfego bloqueado: requisição de 5314B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.004Z - IP: 113.19.13.53, Status: Tráfego bloqueado: requisição de 6505B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.005Z - IP: 191.50.56.137, Status: Tráfego bloqueado: requisição de 5042B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.006Z - IP: 17.230.52.60, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.007Z - IP: ab48:b866:787:bc15:cda4:2c91:e750:245c, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.008Z - IP: 167.206.235.10, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.012Z - IP: 189.69.74.46, Status: Tráfego bloqueado: Possível ataque DDoS detectado, Severidade: 4
2024-09-13T16:17:35.015Z - IP: 35.96.80.127, Status: Tráfego bloqueado: Possível ataque DDoS detectado, Severidade: 4
2024-09-13T16:17:35.015Z - IP: 169.222.213.210, Status: Tráfego bloqueado: requisição de 5667B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.015Z - IP: 5277:9b1b:2105:910b:fe58:bf48:81f1:3a76, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.016Z - IP: 2b65:33c0:c542:c544:311b:a26c:3415:1032, Status: Tráfego bloqueado: requisição de 5784B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.017Z - IP: 140.146.98.0, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.018Z - IP: 198.200.162.129, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.020Z - IP: 7.117.92.236, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.020Z - IP: 22b9:df7:9ac:ebef:da7a:e0a5:ca53:ddf6, Status: Tráfego bloqueado: requisição de 4721B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.020Z - IP: 115.150.48.86, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.021Z - IP: 8fff:5ef8:8783:b5:7acc:1324:3489:3894, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.021Z - IP: 92fa:16cf:f209:722c:d37:4f36:17b1:d3c6, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.021Z - IP: 143.192.219.104, Status: Tráfego bloqueado: requisição de 6444B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.022Z - IP: 193.206.235.29, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:35.022Z - IP: 137.172.196.227, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.022Z - IP: 1343:77d5:a923:34ce:896c:c479:f479:5a50, Status: Tráfego bloqueado: requisição de 4751B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.022Z - IP: 144.34.21.39, Status: Tráfego bloqueado: requisição de 11823B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.023Z - IP: a414:29c3:d26b:bcdb:62e2:50ce:9961:fac0, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.023Z - IP: 75.23.161.46, Status: Tráfego bloqueado: requisição de 7479B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.023Z - IP: 184.209.0.158, Status: Tráfego bloqueado: requisição de 5186B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.023Z - IP: 36ab:e71e:ba4f:b432:39d2:cd8e:dfa0:9eaa, Status: Tráfego bloqueado: requisição de 4992B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.024Z - IP: 43.150.8.5, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.024Z - IP: 6d6a:19d:77d9:7efc:40cb:3198:efeb:dcc1, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.025Z - IP: 83.209.73.10, Status: Tráfego bloqueado: requisição de 5976B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.025Z - IP: 110.161.175.232, Status: Tráfego bloqueado: requisição de 5230B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.025Z - IP: 223.200.232.54, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.025Z - IP: 74.143.114.221, Status: Tráfego bloqueado: requisição de 4358B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.026Z - IP: 179.39.171.252, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.026Z - IP: 143.189.102.194, Status: Tráfego bloqueado: requisição de 4264B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.026Z - IP: 119.237.71.97, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.026Z - IP: 135.66.47.201, Status: Tráfego bloqueado: requisição de 5287B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.027Z - IP: 63.70.51.56, Status: Tráfego bloqueado: requisição de 5155B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.027Z - IP: 151.190.19.125, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.027Z - IP: 190.140.33.26, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.028Z - IP: 60.230.124.17, Status: Tráfego bloqueado: requisição de 4390B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.028Z - IP: ba5c:cf83:ebbf:ea44:3ccc:7421:e6d0:13b, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.028Z - IP: 5098:6ef7:29a1:6ec0:7bda:8396:1fa1:62e8, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.028Z - IP: 209.227.138.93, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.029Z - IP: 2d68:cda5:22ed:9712:4e60:c4c9:62ab:4673, Status: Tráfego bloqueado: requisição de 4685B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.029Z - IP: 65.2.19.3, Status: Tráfego bloqueado: requisição de 4048B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.030Z - IP: c8c2:6513:26ea:a582:271f:cb69:2c7d:756, Status: Tráfego bloqueado: requisição de 4817B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.030Z - IP: 2156:ee5a:9f1:29b:1006:1303:f3bb:3aec, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.030Z - IP: 85.157.183.68, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.030Z - IP: 1e5a:84a4:5f00:6945:fd8b:b4ae:2184:d138, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.031Z - IP: c8b2:86fc:47f6:432f:4763:7855:74aa:508d, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.031Z - IP: adba:ec4a:3b1c:2d6c:dad5:a097:88fb:2960, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.031Z - IP: 205.248.208.46, Status: Tráfego bloqueado: requisição de 4557B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.032Z - IP: 171.76.104.123, Status: Tráfego bloqueado: blocklist temporária, Severidade: 0
2024-09-13T16:17:35.032Z - IP: 111.55.169.136, Status: Tráfego bloqueado: requisição de 6269B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:35.032Z - IP: 206.99.238.250, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.033Z - IP: b6e4:a9a2:204e:9787:9870:53a2:2d9e:1f83, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.033Z - IP: 21.104.11.250, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.034Z - IP: 1718:6086:a8e2:639f:74d8:8636:d1bf:54d4, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.036Z - IP: c6b0:488b:3e84:2c4:e203:965a:ae73:f82f, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:35.037Z - IP: d2dc:c93:1a05:9ee3:5e88:8fed:142c:69b4, Status: Tráfego desconhecido permitido, Severidade: 0
